9.785199999999999454e-01,9.029999999999999832e-03,-1.000000000000000082e-05,3.490000000000000047e-03,8.780999999999999917e-02,-8.366999999999999438e-02,-1.154000000000000026e-01,-2.100000000000000087e-04,1.456000000000000003e-02,1.779999999999999898e-03,-9.600000000000000243e-04,2.409999999999999816e-03
-3.359699999999999909e-01,7.756300000000000416e-01,9.000000000000000567e-05,-2.800199999999999911e-01,3.347499999999999920e-01,7.721999999999999698e-02,-6.351700000000000124e-01,1.427999999999999929e-02,-3.614499999999999935e-01,2.531700000000000061e-01,9.707999999999999963e-02,1.266299999999999926e-01
5.411810000000000009e+00,8.013949999999999463e+00,9.573700000000000543e-01,-1.354030000000000022e+01,3.209499000000000279e+01,-2.470542999999999978e+01,3.546027000000000129e+01,3.266539999999999999e+00,1.431410000000000071e+00,3.578370000000000051e+00,-1.307886000000000060e+01,2.223240000000000105e+00
1.729999999999999984e-03,-1.430000000000000064e-03,0.000000000000000000e+00,9.936099999999999932e-01,1.440000000000000091e-03,1.479999999999999979e-03,3.291999999999999788e-02,-2.000000000000000164e-05,3.510000000000000099e-03,-4.400000000000000157e-04,2.880000000000000181e-03,4.890000000000000249e-03
1.832999999999999907e-02,2.490000000000000026e-03,1.000000000000000082e-05,-3.330000000000000061e-03,9.109699999999999465e-01,8.767999999999999405e-02,8.168999999999999873e-02,-2.100000000000000087e-04,-1.233000000000000068e-02,-1.621999999999999831e-02,3.769999999999999914e-03,-8.700000000000000051e-04
1.660999999999999976e-02,-6.099999999999999737e-04,1.000000000000000082e-05,-1.629999999999999939e-03,-8.307000000000000495e-02,1.080969999999999986e+00,7.886999999999999567e-02,-6.000000000000000152e-05,-1.207000000000000087e-02,-8.840000000000000635e-03,7.200000000000000453e-04,-1.119999999999999902e-03
-2.500000000000000052e-04,-2.929999999999999879e-03,-0.000000000000000000e+00,8.099999999999999561e-04,7.900000000000000121e-04,-1.119999999999999902e-03,9.861699999999999910e-01,-0.000000000000000000e+00,6.089999999999999927e-03,6.999999999999999387e-05,5.009999999999999697e-03,5.199999999999999544e-04
-1.494000000000000050e-01,4.323000000000000176e-01,-9.000000000000000567e-05,5.879900000000000126e-01,2.757000000000000076e-02,-3.345099999999999740e-01,-1.635099999999999887e-01,1.334100000000000008e-01,-5.457600000000000229e-01,-2.932799999999999851e-01,-3.882700000000000040e-01,5.380000000000000060e-02
-4.000000000000000192e-04,2.151000000000000134e-02,1.000000000000000082e-05,-9.169999999999999332e-03,6.219999999999999835e-03,-8.000000000000000383e-04,1.878499999999999892e-01,6.000000000000000152e-05,8.944999999999999618e-01,8.199999999999999824e-04,-3.805999999999999661e-02,9.289999999999999647e-03
-2.982199999999999851e-01,-4.381999999999999784e-02,5.000000000000000240e-05,-1.274700000000000000e-01,1.138579999999999925e+00,-9.607099999999999529e-01,-7.986699999999999910e-01,6.219999999999999835e-03,-3.910000000000000281e-02,1.096729999999999983e+00,-1.662999999999999895e-02,4.893999999999999739e-02
-2.010699999999999987e-01,-1.341299999999999992e-01,4.000000000000000327e-05,-1.505400000000000071e-01,2.049400000000000110e-01,3.081000000000000058e-02,-6.121999999999999664e-01,8.200000000000000691e-03,-1.514600000000000113e-01,1.501399999999999957e-01,1.060219999999999940e+00,7.706999999999999962e-02
-0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
